Sales,Date,Region
1722.0,13-10-2018,east
1686.0,13-10-2018,west
1728.0,14-10-2018,north
1755.0,14-10-2018,south
1503.0,14-10-2018,east
1602.0,14-10-2018,west
1605.0,15-10-2018,north
1719.0,15-10-2018,south
1548.0,15-10-2018,east
1626.0,15-10-2018,west
1551.0,16-10-2018,north
1662.0,16-10-2018,south
1650.0,16-10-2018,east
1788.0,16-10-2018,west
1536.0,17-10-2018,north
1551.0,17-10-2018,south
1656.0,17-10-2018,east
1644.0,17-10-2018,west
1692.0,18-10-2018,north
1518.0,18-10-2018,south
1509.0,18-10-2018,east
1674.0,18-10-2018,west
1521.0,19-10-2018,north
1632.0,19-10-2018,south
1794.0,19-10-2018,east
1689.0,19-10-2018,west
1692.0,20-10-2018,north
1662.0,20-10-2018,south
1776.0,20-10-2018,east
1710.0,20-10-2018,west
1569.0,21-10-2018,north
1704.0,21-10-2018,south
1767.0,21-10-2018,east
1767.0,21-10-2018,west
1542.0,22-10-2018,north
1707.0,22-10-2018,south
1578.0,22-10-2018,east
1521.0,22-10-2018,west
1764.0,23-10-2018,north
1683.0,23-10-2018,south
1602.0,23-10-2018,east
1755.0,23-10-2018,west
1650.0,24-10-2018,north
1629.0,24-10-2018,south
1692.0,24-10-2018,east
1542.0,24-10-2018,west
1629.0,25-10-2018,north
1587.0,25-10-2018,south
1635.0,25-10-2018,east
1653.0,25-10-2018,west
1596.0,26-10-2018,north
1524.0,26-10-2018,south
1545.0,26-10-2018,east
1707.0,26-10-2018,west
1509.0,27-10-2018,north
1509.0,27-10-2018,south
1686.0,27-10-2018,east
1785.0,27-10-2018,west
1635.0,28-10-2018,north
1752.0,28-10-2018,south
1785.0,28-10-2018,east
1755.0,28-10-2018,west
1707.0,29-10-2018,north
1701.0,29-10-2018,south
1599.0,29-10-2018,east
1782.0,29-10-2018,west
1677.0,30-10-2018,north
1719.0,30-10-2018,south
1530.0,30-10-2018,east
1776.0,30-10-2018,west
1674.0,31-10-2018,north
1641.0,31-10-2018,south
1596.0,31-10-2018,east
1506.0,31-10-2018,west
1692.0,01-11-2018,north
1623.0,01-11-2018,south
1593.0,01-11-2018,east
1551.0,01-11-2018,west
1728.0,02-11-2018,north
1608.0,02-11-2018,south
1530.0,02-11-2018,east
1791.0,02-11-2018,west
1704.0,03-11-2018,north
1653.0,03-11-2018,south
1548.0,03-11-2018,east
1626.0,03-11-2018,west
1695.0,04-11-2018,north
1590.0,04-11-2018,south
1530.0,04-11-2018,east
1644.0,04-11-2018,west
1611.0,05-11-2018,north
1617.0,05-11-2018,south
1776.0,05-11-2018,east
1641.0,05-11-2018,west
1740.0,06-11-2018,north
1590.0,06-11-2018,south
1773.0,06-11-2018,east
1641.0,06-11-2018,west
1527.0,07-11-2018,north
1755.0,07-11-2018,south
1650.0,07-11-2018,east
1593.0,07-11-2018,west
1548.0,08-11-2018,north
1623.0,08-11-2018,south
1500.0,08-11-2018,east
1569.0,08-11-2018,west
1647.0,09-11-2018,north
1662.0,09-11-2018,south
1710.0,09-11-2018,east
1719.0,09-11-2018,west
1590.0,10-11-2018,north
1539.0,10-11-2018,south
1566.0,10-11-2018,east
1770.0,10-11-2018,west
1722.0,11-11-2018,north
1524.0,11-11-2018,south
1641.0,11-11-2018,east
1662.0,11-11-2018,west
1716.0,12-11-2018,north
1611.0,12-11-2018,south
1569.0,12-11-2018,east
1797.0,12-11-2018,west
1698.0,13-11-2018,north
1581.0,13-11-2018,south
1776.0,13-11-2018,east
1644.0,13-11-2018,west
1563.0,14-11-2018,north
1707.0,14-11-2018,south
1533.0,14-11-2018,east
1572.0,14-11-2018,west
1623.0,15-11-2018,north
1698.0,15-11-2018,south
1521.0,15-11-2018,east
1707.0,15-11-2018,west
1587.0,16-11-2018,north
1776.0,16-11-2018,south
1662.0,16-11-2018,east
1578.0,16-11-2018,west
1554.0,17-11-2018,north
1515.0,17-11-2018,south
1602.0,17-11-2018,east
1557.0,17-11-2018,west
1521.0,18-11-2018,north
1740.0,18-11-2018,south
1617.0,18-11-2018,east
1647.0,18-11-2018,west
1551.0,19-11-2018,north
1500.0,19-11-2018,south
1725.0,19-11-2018,east
1563.0,19-11-2018,west
1791.0,20-11-2018,north
1578.0,20-11-2018,south
1632.0,20-11-2018,east
1674.0,20-11-2018,west
1617.0,21-11-2018,north
1509.0,21-11-2018,south
1644.0,21-11-2018,east
1542.0,21-11-2018,west
1650.0,22-11-2018,north
1758.0,22-11-2018,south
1710.0,22-11-2018,east
1737.0,22-11-2018,west
1779.0,23-11-2018,north
1743.0,23-11-2018,south
1560.0,23-11-2018,east
1719.0,23-11-2018,west
1689.0,24-11-2018,north
1605.0,24-11-2018,south
1683.0,24-11-2018,east
1518.0,24-11-2018,west
1665.0,25-11-2018,north
1671.0,25-11-2018,south
1704.0,25-11-2018,east
1731.0,25-11-2018,west
1653.0,26-11-2018,north
1542.0,26-11-2018,south
1659.0,26-11-2018,east
1650.0,26-11-2018,west
1773.0,27-11-2018,north
1647.0,27-11-2018,south
1725.0,27-11-2018,east
1644.0,27-11-2018,west
1767.0,28-11-2018,north
1728.0,28-11-2018,south
1719.0,28-11-2018,east
1677.0,28-11-2018,west
1686.0,29-11-2018,north
1527.0,29-11-2018,south
1689.0,29-11-2018,east
1686.0,29-11-2018,west
1641.0,30-11-2018,north
1665.0,30-11-2018,south
1755.0,30-11-2018,east
1551.0,30-11-2018,west
1665.0,01-12-2018,north
1527.0,01-12-2018,south
1536.0,01-12-2018,east
1656.0,01-12-2018,west
1563.0,02-12-2018,north
1554.0,02-12-2018,south
1602.0,02-12-2018,east
1737.0,02-12-2018,west
1506.0,03-12-2018,north
1755.0,03-12-2018,south
1572.0,03-12-2018,east
1608.0,03-12-2018,west
1722.0,04-12-2018,north
1788.0,04-12-2018,south
1788.0,04-12-2018,east
1587.0,04-12-2018,west
1677.0,05-12-2018,north
1725.0,05-12-2018,south
1731.0,05-12-2018,east
1518.0,05-12-2018,west
1737.0,06-12-2018,north
1797.0,06-12-2018,south
1662.0,06-12-2018,east
1662.0,06-12-2018,west
1716.0,07-12-2018,north
1596.0,07-12-2018,south
1653.0,07-12-2018,east
1635.0,07-12-2018,west
1782.0,08-12-2018,north
1773.0,08-12-2018,south
1755.0,08-12-2018,east
1719.0,08-12-2018,west
1737.0,09-12-2018,north
1548.0,09-12-2018,south
1665.0,09-12-2018,east
1659.0,09-12-2018,west
1659.0,10-12-2018,north
1575.0,10-12-2018,south
1509.0,10-12-2018,east
1767.0,10-12-2018,west
1509.0,11-12-2018,north
1527.0,11-12-2018,south
1575.0,11-12-2018,east
1620.0,11-12-2018,west
1623.0,12-12-2018,north
1623.0,12-12-2018,south
1773.0,12-12-2018,east
1743.0,12-12-2018,west
1719.0,13-12-2018,north
1782.0,13-12-2018,south
1713.0,13-12-2018,east
1593.0,13-12-2018,west
1716.0,14-12-2018,north
1686.0,14-12-2018,south
1569.0,14-12-2018,east
1704.0,14-12-2018,west
1554.0,15-12-2018,north
1545.0,15-12-2018,south
1587.0,15-12-2018,east
1800.0,15-12-2018,west
1635.0,16-12-2018,north
1620.0,16-12-2018,south
1800.0,16-12-2018,east
1641.0,16-12-2018,west
1635.0,17-12-2018,north
1527.0,17-12-2018,south
1626.0,17-12-2018,east
1716.0,17-12-2018,west
1755.0,18-12-2018,north
1755.0,18-12-2018,south
1605.0,18-12-2018,east
1779.0,18-12-2018,west
1566.0,19-12-2018,north
1566.0,19-12-2018,south
1797.0,19-12-2018,east
1770.0,19-12-2018,west
1731.0,20-12-2018,north
1551.0,20-12-2018,south
1767.0,20-12-2018,east
1626.0,20-12-2018,west
1659.0,21-12-2018,north
1710.0,21-12-2018,south
1542.0,21-12-2018,east
1569.0,21-12-2018,west
1776.0,22-12-2018,north
1578.0,22-12-2018,south
1668.0,22-12-2018,east
1527.0,22-12-2018,west
1770.0,23-12-2018,north
1623.0,23-12-2018,south
1710.0,23-12-2018,east
1731.0,23-12-2018,west
1740.0,24-12-2018,north
1632.0,24-12-2018,south
1719.0,24-12-2018,east
1500.0,24-12-2018,west
1512.0,25-12-2018,north
1605.0,25-12-2018,south
1623.0,25-12-2018,east
1533.0,25-12-2018,west
1683.0,26-12-2018,north
1734.0,26-12-2018,south
1545.0,26-12-2018,east
1587.0,26-12-2018,west
1578.0,27-12-2018,north
1650.0,27-12-2018,south
1632.0,27-12-2018,east
1713.0,27-12-2018,west
1650.0,28-12-2018,north
1794.0,28-12-2018,south
1764.0,28-12-2018,east
1797.0,28-12-2018,west
1626.0,29-12-2018,north
1794.0,29-12-2018,south
1695.0,29-12-2018,east
1740.0,29-12-2018,west
1758.0,30-12-2018,north
1785.0,30-12-2018,south
1599.0,30-12-2018,east
1689.0,30-12-2018,west
1527.0,31-12-2018,north
1710.0,31-12-2018,south
1590.0,31-12-2018,east
1653.0,31-12-2018,west
1518.0,01-01-2019,north
1632.0,01-01-2019,south
1755.0,01-01-2019,east
1551.0,01-01-2019,west
1767.0,02-01-2019,north
1605.0,02-01-2019,south
1692.0,02-01-2019,east
1794.0,02-01-2019,west
1695.0,03-01-2019,north
1737.0,03-01-2019,south
1575.0,03-01-2019,east
1509.0,03-01-2019,west
1590.0,04-01-2019,north
1500.0,04-01-2019,south
1590.0,04-01-2019,east
1638.0,04-01-2019,west
1761.0,05-01-2019,north
1590.0,05-01-2019,south
1725.0,05-01-2019,east
1551.0,05-01-2019,west
1644.0,06-01-2019,north
1779.0,06-01-2019,south
1794.0,06-01-2019,east
1638.0,06-01-2019,west
1644.0,07-01-2019,north
1647.0,07-01-2019,south
1692.0,07-01-2019,east
1623.0,07-01-2019,west
1722.0,08-01-2019,north
1551.0,08-01-2019,south
1731.0,08-01-2019,east
1701.0,08-01-2019,west
1500.0,09-01-2019,north
1764.0,09-01-2019,south
1764.0,09-01-2019,east
1635.0,09-01-2019,west
1767.0,10-01-2019,north
1551.0,10-01-2019,south
1512.0,10-01-2019,east
1686.0,10-01-2019,west
1662.0,11-01-2019,north
1512.0,11-01-2019,south
1608.0,11-01-2019,east
1611.0,11-01-2019,west
1566.0,12-01-2019,north
1773.0,12-01-2019,south
1707.0,12-01-2019,east
1752.0,12-01-2019,west
1551.0,13-01-2019,north
1503.0,13-01-2019,south
1536.0,13-01-2019,east
1728.0,13-01-2019,west
1692.0,14-01-2019,north
1521.0,14-01-2019,south
1698.0,14-01-2019,east
1791.0,14-01-2019,west
1605.0,15-01-2019,north
1761.0,15-01-2019,south
1617.0,15-01-2019,east
1503.0,15-01-2019,west
1548.0,16-01-2019,north
1734.0,16-01-2019,south
1506.0,16-01-2019,east
1533.0,16-01-2019,west
1590.0,17-01-2019,north
1707.0,17-01-2019,south
1509.0,17-01-2019,east
1653.0,17-01-2019,west
1572.0,18-01-2019,north
1563.0,18-01-2019,south
1635.0,18-01-2019,east
1734.0,18-01-2019,west
1587.0,19-01-2019,north
1506.0,19-01-2019,south
1689.0,19-01-2019,east
1701.0,19-01-2019,west
1707.0,20-01-2019,north
1557.0,20-01-2019,south
1722.0,20-01-2019,east
1629.0,20-01-2019,west
1611.0,21-01-2019,north
1515.0,21-01-2019,south
1614.0,21-01-2019,east
1593.0,21-01-2019,west
1719.0,22-01-2019,north
1506.0,22-01-2019,south
1794.0,22-01-2019,east
1731.0,22-01-2019,west
1662.0,23-01-2019,north
1728.0,23-01-2019,south
1563.0,23-01-2019,east
1662.0,23-01-2019,west
1647.0,24-01-2019,north
1638.0,24-01-2019,south
1557.0,24-01-2019,east
1518.0,24-01-2019,west
1560.0,25-01-2019,north
1656.0,25-01-2019,south
1707.0,25-01-2019,east
1767.0,25-01-2019,west
1671.0,26-01-2019,north
1686.0,26-01-2019,south
1653.0,26-01-2019,east
1647.0,26-01-2019,west
1524.0,27-01-2019,north
1503.0,27-01-2019,south
1533.0,27-01-2019,east
1785.0,27-01-2019,west
1731.0,28-01-2019,north
1782.0,28-01-2019,south
1560.0,28-01-2019,east
1782.0,28-01-2019,west
1500.0,29-01-2019,north
1728.0,29-01-2019,south
1605.0,29-01-2019,east
1614.0,29-01-2019,west
1782.0,30-01-2019,north
1638.0,30-01-2019,south
1797.0,30-01-2019,east
1641.0,30-01-2019,west
1650.0,31-01-2019,north
1536.0,31-01-2019,south
1599.0,31-01-2019,east
1740.0,31-01-2019,west
1749.0,01-02-2019,north
1581.0,01-02-2019,south
1662.0,01-02-2019,east
1509.0,01-02-2019,west
1596.0,02-02-2019,north
1638.0,02-02-2019,south
1746.0,02-02-2019,east
1611.0,02-02-2019,west
1602.0,03-02-2019,north
1722.0,03-02-2019,south
1734.0,03-02-2019,east
1749.0,03-02-2019,west
1548.0,04-02-2019,north
1647.0,04-02-2019,south
1560.0,04-02-2019,east
1542.0,04-02-2019,west
1617.0,05-02-2019,north
1659.0,05-02-2019,south
1674.0,05-02-2019,east
1524.0,05-02-2019,west
1551.0,06-02-2019,north
1722.0,06-02-2019,south
1563.0,06-02-2019,east
1692.0,06-02-2019,west
1734.0,07-02-2019,north
1584.0,07-02-2019,south
1662.0,07-02-2019,east
1545.0,07-02-2019,west
1662.0,08-02-2019,north
1614.0,08-02-2019,south
1719.0,08-02-2019,east
1788.0,08-02-2019,west
1779.0,09-02-2019,north
1665.0,09-02-2019,south
1605.0,09-02-2019,east
1641.0,09-02-2019,west
1725.0,10-02-2019,north
1611.0,10-02-2019,south
1560.0,10-02-2019,east
1575.0,10-02-2019,west
1563.0,11-02-2019,north
1773.0,11-02-2019,south
1536.0,11-02-2019,east
1551.0,11-02-2019,west
1572.0,12-02-2019,north
1608.0,12-02-2019,south
1752.0,12-02-2019,east
1734.0,12-02-2019,west
1686.0,13-02-2019,north
1782.0,13-02-2019,south
1500.0,13-02-2019,east
1731.0,13-02-2019,west
1725.0,14-02-2019,north
1578.0,14-02-2019,south
1560.0,14-02-2019,east
1644.0,14-02-2019,west
1566.0,15-02-2019,north
1584.0,15-02-2019,south
1695.0,15-02-2019,east
1734.0,15-02-2019,west
1794.0,16-02-2019,north
1731.0,16-02-2019,south
1674.0,16-02-2019,east
1599.0,16-02-2019,west
1512.0,17-02-2019,north
1653.0,17-02-2019,south
1722.0,17-02-2019,east
1641.0,17-02-2019,west
1695.0,18-02-2019,north
1749.0,18-02-2019,south
1728.0,18-02-2019,east
1764.0,18-02-2019,west
1716.0,19-02-2019,north
1599.0,19-02-2019,south
1596.0,19-02-2019,east
1644.0,19-02-2019,west
1740.0,20-02-2019,north
1641.0,20-02-2019,south
1566.0,20-02-2019,east
1656.0,20-02-2019,west
1599.0,21-02-2019,north
1725.0,21-02-2019,south
1731.0,21-02-2019,east
1719.0,21-02-2019,west
1770.0,22-02-2019,north
1794.0,22-02-2019,south
1725.0,22-02-2019,east
1713.0,22-02-2019,west
1599.0,23-02-2019,north
1743.0,23-02-2019,south
1518.0,23-02-2019,east
1614.0,23-02-2019,west
1692.0,24-02-2019,north
1755.0,24-02-2019,south
1653.0,24-02-2019,east
1524.0,24-02-2019,west
1635.0,25-02-2019,north
1734.0,25-02-2019,south
1713.0,25-02-2019,east
1578.0,25-02-2019,west
1566.0,26-02-2019,north
1653.0,26-02-2019,south
1506.0,26-02-2019,east
1656.0,26-02-2019,west
1593.0,27-02-2019,north
1545.0,27-02-2019,south
1734.0,27-02-2019,east
1635.0,27-02-2019,west
1710.0,28-02-2019,north
1569.0,28-02-2019,south
1731.0,28-02-2019,east
1599.0,28-02-2019,west
1593.0,01-03-2019,north
1707.0,01-03-2019,south
1638.0,01-03-2019,east
1539.0,01-03-2019,west
1782.0,02-03-2019,north
1794.0,02-03-2019,south
1608.0,02-03-2019,east
1689.0,02-03-2019,west
1698.0,03-03-2019,north
1518.0,03-03-2019,south
1593.0,03-03-2019,east
1611.0,03-03-2019,west
1587.0,04-03-2019,north
1686.0,04-03-2019,south
1518.0,04-03-2019,east
1632.0,04-03-2019,west
1566.0,05-03-2019,north
1569.0,05-03-2019,south
1743.0,05-03-2019,east
1557.0,05-03-2019,west
1746.0,06-03-2019,north
1662.0,06-03-2019,south
1674.0,06-03-2019,east
1608.0,06-03-2019,west
1551.0,07-03-2019,north
1581.0,07-03-2019,south
1560.0,07-03-2019,east
1674.0,07-03-2019,west
1521.0,08-03-2019,north
1782.0,08-03-2019,south
1617.0,08-03-2019,east
1797.0,08-03-2019,west
1533.0,09-03-2019,north
1749.0,09-03-2019,south
1656.0,09-03-2019,east
1644.0,09-03-2019,west
1545.0,10-03-2019,north
1776.0,10-03-2019,south
1650.0,10-03-2019,east
1737.0,10-03-2019,west
1659.0,11-03-2019,north
1722.0,11-03-2019,south
1689.0,11-03-2019,east
1692.0,11-03-2019,west
1518.0,12-03-2019,north
1581.0,12-03-2019,south
1626.0,12-03-2019,east
1668.0,12-03-2019,west
1524.0,13-03-2019,north
1797.0,13-03-2019,south
1542.0,13-03-2019,east
1653.0,13-03-2019,west
1677.0,14-03-2019,north
1524.0,14-03-2019,south
1692.0,14-03-2019,east
1704.0,14-03-2019,west
1647.0,15-03-2019,north
1671.0,15-03-2019,south
1563.0,15-03-2019,east
1650.0,15-03-2019,west
1563.0,16-03-2019,north
1680.0,16-03-2019,south
1728.0,16-03-2019,east
1680.0,16-03-2019,west
1683.0,17-03-2019,north
1638.0,17-03-2019,south
1545.0,17-03-2019,east
1671.0,17-03-2019,west
1701.0,18-03-2019,north
1515.0,18-03-2019,south
1764.0,18-03-2019,east
1668.0,18-03-2019,west
1677.0,19-03-2019,north
1752.0,19-03-2019,south
1635.0,19-03-2019,east
1605.0,19-03-2019,west
1635.0,20-03-2019,north
1596.0,20-03-2019,south
1608.0,20-03-2019,east
1779.0,20-03-2019,west
1776.0,21-03-2019,north
1635.0,21-03-2019,south
1791.0,21-03-2019,east
1779.0,21-03-2019,west
1746.0,22-03-2019,north
1545.0,22-03-2019,south
1767.0,22-03-2019,east
1731.0,22-03-2019,west
1734.0,23-03-2019,north
1509.0,23-03-2019,south
1686.0,23-03-2019,east
1797.0,23-03-2019,west
1566.0,24-03-2019,north
1557.0,24-03-2019,south
1797.0,24-03-2019,east
1755.0,24-03-2019,west
1650.0,25-03-2019,north
1500.0,25-03-2019,south
1554.0,25-03-2019,east
1734.0,25-03-2019,west
1701.0,26-03-2019,north
1782.0,26-03-2019,south
1797.0,26-03-2019,east
1557.0,26-03-2019,west
1668.0,27-03-2019,north
1575.0,27-03-2019,south
1608.0,27-03-2019,east
1527.0,27-03-2019,west
1518.0,28-03-2019,north
1509.0,28-03-2019,south
1767.0,28-03-2019,east
1557.0,28-03-2019,west
1605.0,29-03-2019,north
1686.0,29-03-2019,south
1656.0,29-03-2019,east
1653.0,29-03-2019,west
1722.0,30-03-2019,north
1593.0,30-03-2019,south
1557.0,30-03-2019,east
1710.0,30-03-2019,west
1785.0,31-03-2019,north
1710.0,31-03-2019,south
1653.0,31-03-2019,east
1572.0,31-03-2019,west
1512.0,01-04-2019,north
1794.0,01-04-2019,south
1569.0,01-04-2019,east
1608.0,01-04-2019,west
1623.0,02-04-2019,north
1791.0,02-04-2019,south
1785.0,02-04-2019,east
1629.0,02-04-2019,west
1539.0,03-04-2019,north
1626.0,03-04-2019,south
1695.0,03-04-2019,east
1518.0,03-04-2019,west
1530.0,04-04-2019,north
1683.0,04-04-2019,south
1662.0,04-04-2019,east
1632.0,04-04-2019,west
1614.0,05-04-2019,north
1605.0,05-04-2019,south
1662.0,05-04-2019,east
1713.0,05-04-2019,west
1749.0,06-04-2019,north
1713.0,06-04-2019,south
1716.0,06-04-2019,east
1557.0,06-04-2019,west
1605.0,07-04-2019,north
1635.0,07-04-2019,south
1518.0,07-04-2019,east
1632.0,07-04-2019,west
1713.0,08-04-2019,north
1779.0,08-04-2019,south
1743.0,08-04-2019,east
1575.0,08-04-2019,west
1728.0,09-04-2019,north
1719.0,09-04-2019,south
1755.0,09-04-2019,east
1617.0,09-04-2019,west
1542.0,10-04-2019,north
1626.0,10-04-2019,south
1509.0,10-04-2019,east
1638.0,10-04-2019,west
1581.0,11-04-2019,north
1680.0,11-04-2019,south
1569.0,11-04-2019,east
1635.0,11-04-2019,west
1539.0,12-04-2019,north
1587.0,12-04-2019,south
1593.0,12-04-2019,east
1581.0,12-04-2019,west
1515.0,13-04-2019,north
1611.0,13-04-2019,south
1644.0,13-04-2019,east
1794.0,13-04-2019,west
1500.0,14-04-2019,north
1737.0,14-04-2019,south
1722.0,14-04-2019,east
1764.0,14-04-2019,west
1530.0,15-04-2019,north
1602.0,15-04-2019,south
1524.0,15-04-2019,east
1770.0,15-04-2019,west
1596.0,16-04-2019,north
1668.0,16-04-2019,south
1584.0,16-04-2019,east
1713.0,16-04-2019,west
1569.0,17-04-2019,north
1686.0,17-04-2019,south
1647.0,17-04-2019,east
1509.0,17-04-2019,west
1590.0,18-04-2019,north
1650.0,18-04-2019,south
1557.0,18-04-2019,east
1575.0,18-04-2019,west
1773.0,19-04-2019,north
1629.0,19-04-2019,south
1524.0,19-04-2019,east
1512.0,19-04-2019,west
1521.0,20-04-2019,north
1653.0,20-04-2019,south
1584.0,20-04-2019,east
1713.0,20-04-2019,west
1683.0,21-04-2019,north
1749.0,21-04-2019,south
1545.0,21-04-2019,east
1629.0,21-04-2019,west
1533.0,22-04-2019,north
1587.0,22-04-2019,south
1671.0,22-04-2019,east
1650.0,22-04-2019,west
1668.0,23-04-2019,north
1674.0,23-04-2019,south
1728.0,23-04-2019,east
1518.0,23-04-2019,west
1554.0,24-04-2019,north
1719.0,24-04-2019,south
1746.0,24-04-2019,east
1665.0,24-04-2019,west
1503.0,25-04-2019,north
1692.0,25-04-2019,south
1725.0,25-04-2019,east
1764.0,25-04-2019,west
1710.0,26-04-2019,north
1635.0,26-04-2019,south
1764.0,26-04-2019,east
1758.0,26-04-2019,west
1740.0,27-04-2019,north
1776.0,27-04-2019,south
1740.0,27-04-2019,east
1620.0,27-04-2019,west
1566.0,28-04-2019,north
1704.0,28-04-2019,south
1578.0,28-04-2019,east
1503.0,28-04-2019,west
1602.0,29-04-2019,north
1791.0,29-04-2019,south
1752.0,29-04-2019,east
1800.0,29-04-2019,west
1719.0,30-04-2019,north
1767.0,30-04-2019,south
1500.0,30-04-2019,east
1623.0,30-04-2019,west
1665.0,01-05-2019,north
1800.0,01-05-2019,south
1731.0,01-05-2019,east
1542.0,01-05-2019,west
1575.0,02-05-2019,north
1548.0,02-05-2019,south
1797.0,02-05-2019,east
1521.0,02-05-2019,west
1560.0,03-05-2019,north
1521.0,03-05-2019,south
1605.0,03-05-2019,east
1740.0,03-05-2019,west
1617.0,04-05-2019,north
1743.0,04-05-2019,south
1629.0,04-05-2019,east
1749.0,04-05-2019,west
1512.0,05-05-2019,north
1746.0,05-05-2019,south
1530.0,05-05-2019,east
1611.0,05-05-2019,west
1569.0,06-05-2019,north
1689.0,06-05-2019,south
1557.0,06-05-2019,east
1560.0,06-05-2019,west
1650.0,07-05-2019,north
1695.0,07-05-2019,south
1620.0,07-05-2019,east
1644.0,07-05-2019,west
1800.0,08-05-2019,north
1515.0,08-05-2019,south
1785.0,08-05-2019,east
1650.0,08-05-2019,west
1797.0,09-05-2019,north
1641.0,09-05-2019,south
1665.0,09-05-2019,east
1767.0,09-05-2019,west
1500.0,10-05-2019,north
1788.0,10-05-2019,south
1725.0,10-05-2019,east
1557.0,10-05-2019,west
1503.0,11-05-2019,north
1518.0,11-05-2019,south
1650.0,11-05-2019,east
1614.0,11-05-2019,west
1743.0,12-05-2019,north
1524.0,12-05-2019,south
1761.0,12-05-2019,east
1743.0,12-05-2019,west
1563.0,13-05-2019,north
1716.0,13-05-2019,south
1560.0,13-05-2019,east
1614.0,13-05-2019,west
1617.0,14-05-2019,north
1761.0,14-05-2019,south
1635.0,14-05-2019,east
1614.0,14-05-2019,west
1509.0,15-05-2019,north
1650.0,15-05-2019,south
1755.0,15-05-2019,east
1569.0,15-05-2019,west
1605.0,16-05-2019,north
1695.0,16-05-2019,south
1662.0,16-05-2019,east
1605.0,16-05-2019,west
1731.0,17-05-2019,north
1590.0,17-05-2019,south
1620.0,17-05-2019,east
1752.0,17-05-2019,west
1533.0,18-05-2019,north
1737.0,18-05-2019,south
1608.0,18-05-2019,east
1662.0,18-05-2019,west
1797.0,19-05-2019,north
1728.0,19-05-2019,south
1686.0,19-05-2019,east
1650.0,19-05-2019,west
1695.0,20-05-2019,north
1752.0,20-05-2019,south
1785.0,20-05-2019,east
1668.0,20-05-2019,west
1515.0,21-05-2019,north
1683.0,21-05-2019,south
1794.0,21-05-2019,east
1533.0,21-05-2019,west
1599.0,22-05-2019,north
1761.0,22-05-2019,south
1761.0,22-05-2019,east
1722.0,22-05-2019,west
1626.0,23-05-2019,north
1668.0,23-05-2019,south
1641.0,23-05-2019,east
1740.0,23-05-2019,west
1650.0,24-05-2019,north
1623.0,24-05-2019,south
1653.0,24-05-2019,east
1773.0,24-05-2019,west
1788.0,25-05-2019,north
1581.0,25-05-2019,south
1677.0,25-05-2019,east
1569.0,25-05-2019,west
1791.0,26-05-2019,north
1617.0,26-05-2019,south
1638.0,26-05-2019,east
1542.0,26-05-2019,west
1590.0,27-05-2019,north
1704.0,27-05-2019,south
1680.0,27-05-2019,east
1527.0,27-05-2019,west
1635.0,28-05-2019,north
1755.0,28-05-2019,south
1560.0,28-05-2019,east
1533.0,28-05-2019,west
1599.0,29-05-2019,north
1677.0,29-05-2019,south
1581.0,29-05-2019,east
1680.0,29-05-2019,west
1692.0,30-05-2019,north
1644.0,30-05-2019,south
1716.0,30-05-2019,east
1761.0,30-05-2019,west
1716.0,31-05-2019,north
1764.0,31-05-2019,south
1677.0,31-05-2019,east
1605.0,31-05-2019,west
1680.0,01-06-2019,north
1695.0,01-06-2019,south
1548.0,01-06-2019,east
1689.0,01-06-2019,west
1755.0,02-06-2019,north
1707.0,02-06-2019,south
1557.0,02-06-2019,east
1644.0,02-06-2019,west
1719.0,03-06-2019,north
1680.0,03-06-2019,south
1581.0,03-06-2019,east
1749.0,03-06-2019,west
1602.0,04-06-2019,north
1704.0,04-06-2019,south
1602.0,04-06-2019,east
1554.0,04-06-2019,west
1632.0,05-06-2019,north
1560.0,05-06-2019,south
1647.0,05-06-2019,east
1560.0,05-06-2019,west
1662.0,06-06-2019,north
1545.0,06-06-2019,south
1614.0,06-06-2019,east
1746.0,06-06-2019,west
1713.0,07-06-2019,north
1668.0,07-06-2019,south
1503.0,07-06-2019,east
1758.0,07-06-2019,west
1656.0,08-06-2019,north
1560.0,08-06-2019,south
1710.0,08-06-2019,east
1677.0,08-06-2019,west
1782.0,09-06-2019,north
1665.0,09-06-2019,south
1782.0,09-06-2019,east
1797.0,09-06-2019,west
1698.0,10-06-2019,north
1689.0,10-06-2019,south
1623.0,10-06-2019,east
1767.0,10-06-2019,west
1635.0,11-06-2019,north
1563.0,11-06-2019,south
1785.0,11-06-2019,east
1521.0,11-06-2019,west
1728.0,12-06-2019,north
1515.0,12-06-2019,south
1548.0,12-06-2019,east
1677.0,12-06-2019,west
1587.0,13-06-2019,north
1719.0,13-06-2019,south
1587.0,13-06-2019,east
1773.0,13-06-2019,west
1557.0,14-06-2019,north
1680.0,14-06-2019,south
1773.0,14-06-2019,east
1509.0,14-06-2019,west
1602.0,15-06-2019,north
1794.0,15-06-2019,south
1764.0,15-06-2019,east
1785.0,15-06-2019,west
1662.0,16-06-2019,north
1563.0,16-06-2019,south
1671.0,16-06-2019,east
1533.0,16-06-2019,west
1587.0,17-06-2019,north
1512.0,17-06-2019,south
1536.0,17-06-2019,east
1566.0,17-06-2019,west
1767.0,18-06-2019,north
1614.0,18-06-2019,south
1776.0,18-06-2019,east
1728.0,18-06-2019,west
1614.0,19-06-2019,north
1572.0,19-06-2019,south
1614.0,19-06-2019,east
1734.0,19-06-2019,west
1566.0,20-06-2019,north
